"Time","Pyranometre_Est_Wm.mean","Pyranometre_Nord_Wm.mean","Pyranometre_Ouest_Wm.mean","Pyranometre_Sud_Wm.mean"
"2023-07-19-21",4,1.5,0,5
"2023-07-19-22",4,2.5,0,2.5
"2023-07-19-23",1.5,3,2,0
"2023-07-20-00",3,0.5,0,1
"2023-07-20-01",0,0,0,0
"2023-07-20-02",1.5,0,0,0
"2023-07-20-03",1.5,0.5,0,0
"2023-07-20-04",3,0,0,0
"2023-07-20-05",1,0,0,0
"2023-07-20-06",2,0,0,0
"2023-07-20-07",47.75325,0.5,0,0
"2023-07-20-08",310.36,18.16675,1,1.5
"2023-07-20-09",148.08,27,8,7
"2023-07-20-10",396.42675,37,16.5,29
"2023-07-20-11",128.17,40.5,28.0835,60
"2023-07-20-12",59.5,48.24975,44.5,67.5
"2023-07-20-13",56.5,50.9165,64.75,71.5
"2023-07-20-14",49.5,53.08325,86.41675,68.5
"2023-07-20-15",42.58325,52.5835,166.44,64.5
"2023-07-20-16",39.5,54.08325,172.44675,62
"2023-07-20-17",33.08325,55.66675,164.09325,50.5
"2023-07-20-18",30.24975,46.6665,125.18675,42.5
"2023-07-20-19",24.4165,45.75,110.2665,25.5
"2023-07-20-20",12.66675,39.59325,19.91675,7.5
"2023-07-20-21",2,0.5,0,0
"2023-07-20-22",1.5,1,1,1
"2023-07-20-23",1,0.5,1,0.5
"2023-07-21-00",3,0,0,0
"2023-07-21-01",2.5,1,0,0
"2023-07-21-02",1,0,0.5,0
"2023-07-21-03",1,0,0,0
"2023-07-21-04",1.5,0,0,0
"2023-07-21-05",2,0,0,0
"2023-07-21-06",0.5,0,0,0
"2023-07-21-07",3.5,0,0,2
"2023-07-21-08",35.83325,3.08325,1.5,6
"2023-07-21-09",160.77,33.5,15.5,19.5
"2023-07-21-10",341.18,42,20.75,47.5
"2023-07-21-11",133.8565,46.58325,35.3335,61
"2023-07-21-12",61.91675,49.83325,51,75
"2023-07-21-13",51,51.9165,72.8335,84
"2023-07-21-14",57.5,55.0835,99.5,84.5
"2023-07-21-15",46,58.91675,178.5465,82
"2023-07-21-16",51.5,55.75,176.06,72
"2023-07-21-17",38,53.0835,158.61325,55
"2023-07-21-18",33.5,47.08325,128.93025,42.5
"2023-07-21-19",29.08325,80.25,159.11325,27.5
"2023-07-21-20",17.41675,55.1765,21.33325,7
"2023-07-21-21",0,1,0,0.5
"2023-07-21-22",1.5,2,0,0.5
"2023-07-21-23",0,2,0,0.5
"2023-07-22-00",0,0,0,0
"2023-07-22-01",0.5,0,0,0
"2023-07-22-02",1,0,0.5,0
"2023-07-22-03",1,1,0,0
"2023-07-22-04",1,0,0,0
"2023-07-22-05",1,0,0,0
"2023-07-22-06",0.5,0,0,0
"2023-07-22-07",40.33,1,1.5,3.5
"2023-07-22-08",130.44,12.25,0,8.5
"2023-07-22-09",144.93325,30,9,29.5
"2023-07-22-10",312.1265,38,19.58325,56
"2023-07-22-11",137.08325,45.58325,36.8335,91.5
"2023-07-22-12",76.9165,47.1665,51,102
"2023-07-22-13",65.3335,55.33325,74.75,111.5
"2023-07-22-14",52.5,55.08325,95.5,98.5
"2023-07-22-15",49,57.16675,162.28,102.5
"2023-07-22-16",41,58.25,160.01325,87.5
"2023-07-22-17",34.58325,52.5,151.54,68
"2023-07-22-18",32.58325,48.8335,105.59325,54.5
"2023-07-22-19",27,69.51,131.10675,27.5
"2023-07-22-20",15.33325,42.84325,17.3335,7
"2023-07-22-21",0,1,0,0
"2023-07-22-22",2.5,0.5,0,0
"2023-07-22-23",1.5,0,1,0
"2023-07-23-00",1,0,0,0
"2023-07-23-01",2,0,0,0
"2023-07-23-02",0,0,0,0
"2023-07-23-03",0,0,0,0
"2023-07-23-04",0.5,0,0,0
"2023-07-23-05",0,0,0,0
"2023-07-23-06",1,0,0,0
"2023-07-23-07",48.1735,1.5,0,1
"2023-07-23-08",207.95325,14.91675,0.5,2
"2023-07-23-09",164.35,30,10,24
"2023-07-23-10",286.7865,35,20,48.5
"2023-07-23-11",136.183,46,38.91675,73.5
"2023-07-23-12",73.4165,59.8335,63.33325,106
"2023-07-23-13",49.41675,45.83325,60.83325,110.5
"2023-07-23-14",50.5,50,83.66675,112
"2023-07-23-15",55.41675,61.75025,161.18325,114.5
"2023-07-23-16",41.16675,57.25,147.35325,80.5
"2023-07-23-17",48,65,183.29325,75
"2023-07-23-18",38.6665,59.5,131.19325,54
"2023-07-23-19",37.58325,78.83325,146.02675,37
"2023-07-23-20",18.3335,48.0065,22.3335,11
"2023-07-23-21",5,1.5,2,5.5
"2023-07-23-22",8,3,1,8.5
"2023-07-23-23",7.5,2.5,1.5,4
"2023-07-24-00",3.5,1.5,0,2
"2023-07-24-01",4,2,0,0.5
"2023-07-24-02",4.5,0.5,0,0
"2023-07-24-03",3,1,0,0.5
"2023-07-24-04",1.5,0.5,1,0
"2023-07-24-05",0,0,0,0
"2023-07-24-06",0,0,0.5,0
"2023-07-24-07",0,0,0,0
"2023-07-24-08",16.67325,0.5,0.5,1
"2023-07-24-09",17.167,2.5,5.5,20
"2023-07-24-10",46.7535,12.41675,13.5,44
"2023-07-24-11",64,30.4165,32,82
"2023-07-24-12",64.58325,33.91675,36.25,94.5
"2023-07-24-13",55.3335,35.6665,50.1665,98
"2023-07-24-14",52.08325,46.8335,69.41675,115.5
"2023-07-24-15",45.1665,46.83325,109.67675,108
"2023-07-24-16",43.74975,47,125.53,76
"2023-07-24-17",38.33325,44.3335,117.7735,60
"2023-07-24-18",27.9165,20,41.25325,35.5
"2023-07-24-19",3,8.66675,9.58325,4
"2023-07-24-20",0.5,0,0,0.5
"2023-07-24-21",1,0,0,0.5
"2023-07-24-22",1.5,0,0,0
"2023-07-24-23",1,0.5,0,0
"2023-07-25-00",1,0,0.5,0
"2023-07-25-01",0.5,0,0,0
"2023-07-25-02",1,0,0,0
"2023-07-25-03",0.5,0,0,0
"2023-07-25-04",0,0,0,0
"2023-07-25-05",0.5,0,0,0
"2023-07-25-06",0,0,0,0
"2023-07-25-07",40.75325,0,0,0.5
"2023-07-25-08",238.26325,12.4165,2,2.5
"2023-07-25-09",81.33,10.25,3.5,22
"2023-07-25-10",271.4365,25.6665,17.8335,50.5
"2023-07-25-11",142.07675,35.91675,30.5,70
"2023-07-25-12",77.25,37.0835,45.3335,106.5
"2023-07-25-13",67.75025,45.3335,63.25,119.5
"2023-07-25-14",55,33.08325,54.1665,113
"2023-07-25-15",39.16675,31,67.0135,79
"2023-07-25-16",45.66675,49.417,142.61325,77
"2023-07-25-17",49,57.75025,170.5465,69.5
"2023-07-25-18",14.41675,11.25,44.9235,17.5
"2023-07-25-19",3,2.5,3.58325,1.5
"2023-07-25-20",0.5,0,0.5,0
"2023-07-25-21",1,0,1,0
"2023-07-25-22",0.5,0,0,0
"2023-07-25-23",0.5,0,0,0
"2023-07-26-00",0,0,0,0
"2023-07-26-01",0,0,0,0
"2023-07-26-02",0,0,0,0
"2023-07-26-03",0,0,0,0
"2023-07-26-04",0,0,0,0
"2023-07-26-05",0,0,0,0
"2023-07-26-06",0,0,0,0
"2023-07-26-07",42.66675,0,0,0
"2023-07-26-08",177.51325,2.5,0,0
"2023-07-26-09",203.10675,12.41675,0,2
"2023-07-26-10",342.11325,30,9,24
"2023-07-26-11",142.1765,42.08325,26.5,51.5
"2023-07-26-12",66.8335,45.25,49.5,62.5
"2023-07-26-13",55.91675,48,61.16675,86.5
"2023-07-26-14",50.83325,42.66675,60.75,89
"2023-07-26-15",37.25,40.25025,99.51675,75
"2023-07-26-16",23.66675,41.75025,124.6135,47.5
"2023-07-26-17",26.41675,54.58325,172.22675,46
"2023-07-26-18",17,35.91675,95.35325,27
"2023-07-26-19",19.91675,74.25,170.44,13.5
"2023-07-26-20",16.16675,55.08675,9.1665,1
"2023-07-26-21",0.5,0,0,0
"2023-07-26-22",0,0,0,0
"2023-07-26-23",0,0,0,0
"2023-07-27-00",0.5,0,0,0
"2023-07-27-01",0,0,0,0
"2023-07-27-02",0,0,0,0
"2023-07-27-03",0,0,0,0
"2023-07-27-04",0,0,0,0
"2023-07-27-05",0,0,0,0
"2023-07-27-06",0,0,0,0
"2023-07-27-07",70.59325,0,0,0
"2023-07-27-08",255.05,6.1665,0,0.5
"2023-07-27-09",215.66,18.667,3,0.5
"2023-07-27-10",356.377,31,12.5,21
"2023-07-27-11",141.27675,37,25.75,37.5
"2023-07-27-12",53,46.75,41,50.5
"2023-07-27-13",48,45.6665,58.08325,50.5
"2023-07-27-14",38,50.9165,80.16675,60
"2023-07-27-15",37,49.8335,174.45325,58.5
"2023-07-27-16",30.6665,50.24975,181.79325,54
"2023-07-27-17",29.6665,52.5,182.1865,47
"2023-07-27-18",25.9165,42.08325,117.43,37.5
"2023-07-27-19",27.4165,88.00325,169.45675,18.5
"2023-07-27-20",17.5,52.59,5.5,5
"2023-07-27-21",1,0,0,0
"2023-07-27-22",2.5,0,0.5,0
"2023-07-27-23",2.5,0,0.5,0
"2023-07-28-00",1.5,0,0,0
"2023-07-28-01",2,0,0,0
"2023-07-28-02",1,0,1,0
"2023-07-28-03",0.5,0,0,0
"2023-07-28-04",1,0,0,0
"2023-07-28-05",1,0,0,0
"2023-07-28-06",1,0,0,0
"2023-07-28-07",0,0,0,0
"2023-07-28-08",55.00675,5.1665,2.5,10.5
"2023-07-28-09",59.75325,10.75,3.5,26
"2023-07-28-10",278.93,29.41675,19.3335,44.5
"2023-07-28-11",105.16325,39,33.66675,93
"2023-07-28-12",82.6665,42.25,48.25,109
"2023-07-28-13",81.6665,56.16675,73.5,135
"2023-07-28-14",62.83325,50.91675,83.16675,119.5
"2023-07-28-15",56.41675,51.4165,118.3365,107
"2023-07-28-16",40.08325,37.08325,97.93,78.5
"2023-07-28-17",36.1665,40.08325,195.243,62
"2023-07-28-18",35.1665,40,188.86,63
"2023-07-28-19",21.75025,42.0065,151.517,29.5
"2023-07-28-20",12.91675,13.4165,17.66675,6.5
"2023-07-28-21",1,1.5,1,1
"2023-07-28-22",0.5,1,0.5,1
"2023-07-28-23",1,0.5,0,1.5
"2023-07-29-00",1.5,0,0,0
"2023-07-29-01",2.5,0,0.5,0
"2023-07-29-02",1,0,1,0
"2023-07-29-03",1,0,0.5,0
"2023-07-29-04",1,0,0,0
"2023-07-29-05",1,0,0,0
"2023-07-29-06",1.5,0,0,0
"2023-07-29-07",60.92675,0.5,1,0
"2023-07-29-08",213.84325,15,6.5,1
"2023-07-29-09",171.26675,30,24.75,26
"2023-07-29-10",250.5165,33.41675,31.08325,48
"2023-07-29-11",147.9865,48.9165,55.58325,75.5
"2023-07-29-12",79.33325,54.5835,77.66675,99
"2023-07-29-13",51,31.58325,73.25,87.5
"2023-07-29-14",40.33325,31,79.25,92
"2023-07-29-15",39.75,34.6665,134.17675,87
"2023-07-29-16",35,28.5,131.1835,69.5
"2023-07-29-17",15.41675,13.5,64.7565,33
"2023-07-29-18",1,0,0,1.5
"2023-07-29-19",0,0,0,0
"2023-07-29-20",0,0,0.5,0
"2023-07-29-21",0.5,0,0,0.5
"2023-07-29-22",2.5,0,0,0.5
"2023-07-29-23",3.5,0,0,0
"2023-07-30-00",1.5,0,0,0
"2023-07-30-01",1.5,0,0,0
"2023-07-30-02",1.5,0,0,0
"2023-07-30-03",1,0,0,0
"2023-07-30-04",2,0,0,0
"2023-07-30-05",0.5,0,0,0
"2023-07-30-06",0.5,0,0,0
"2023-07-30-07",66.75,0,0.5,1
"2023-07-30-08",138.68,6.16675,5.5,8.5
"2023-07-30-09",156.84975,16.58325,15.1665,12.5
"2023-07-30-10",276.6165,27.91675,24.33325,33.5
"2023-07-30-11",135.34325,39.5,40,53
"2023-07-30-12",57,45,45.5,69.5
"2023-07-30-13",55.5,49.5,54,78.5
"2023-07-30-14",49,49.83325,56,65
"2023-07-30-15",41,51.4165,151.49975,63.5
"2023-07-30-16",42.5,50.33325,452.48025,62
"2023-07-30-17",35.58325,50.4165,490.8,55
"2023-07-30-18",28.33325,35,219.42675,46
"2023-07-30-19",21.25,31,134.19,21.5
"2023-07-30-20",1.5,5.08325,10.58325,1
"2023-07-30-21",0.5,0,0.5,0.5
"2023-07-30-22",1.5,0,0,0
"2023-07-30-23",0,0,0,0
"2023-07-31-00",0.5,0,0,0
"2023-07-31-01",0,0,0,0
"2023-07-31-02",0,0,0,0
"2023-07-31-03",0,0,0,0
"2023-07-31-04",0,0,0,0
"2023-07-31-05",0,0,0,0
"2023-07-31-06",0,0,0,0
"2023-07-31-07",39.25,0,0,0
"2023-07-31-08",224.59325,8.75,0.5,0
"2023-07-31-09",186.8535,15.5835,5.5,1
"2023-07-31-10",280.56675,28,14,24
"2023-07-31-11",153.40675,35,23.66675,45.5
"2023-07-31-12",55,41.5,31.8335,55
"2023-07-31-13",45.5,46,45.5,58.5
"2023-07-31-14",46.08325,47.8335,59,65
"2023-07-31-15",39.08325,50.9165,142.2465,60
"2023-07-31-16",36,48.74975,481.19975,54
"2023-07-31-17",33.58325,45.6665,518.88025,44.5
"2023-07-31-18",29.8335,41,308.63325,40.5
"2023-07-31-19",24,64.3435,318.39325,24
"2023-07-31-20",11.25,37.58675,9.16675,3.5
"2023-07-31-21",0.5,0.5,0,0
"2023-07-31-22",3,0,0,0
"2023-07-31-23",2,0.5,0,0
"2023-08-01-00",1.5,0,0,0
"2023-08-01-01",2.5,0,0,0
"2023-08-01-02",1.5,0,0,0
"2023-08-01-03",0,0,0,0
"2023-08-01-04",0,0,0,0
"2023-08-01-05",0,0,0,0
"2023-08-01-06",0,0,0,0
"2023-08-01-07",8.91675,0,1,0
"2023-08-01-08",26.58325,1,7.5,14.5
"2023-08-01-09",10.91675,3.58325,13.16675,10.5
"2023-08-01-10",12,2.5,21.75,15.5
"2023-08-01-11",15.91675,6.08325,33.75,33.5
"2023-08-01-12",48.91675,28,64.16675,77
"2023-08-01-13",63.3335,40.66675,86.3335,116.5
"2023-08-01-14",64.25025,48.83325,100.59025,112
"2023-08-01-15",47.5,53.167,138.66,79
"2023-08-01-16",47.58325,48.25,347.4,87.5
"2023-08-01-17",43.58325,46.25,311.70675,61.5
"2023-08-01-18",28.9165,35.5835,231.65,56
"2023-08-01-19",12.91675,14.25,116.75675,15
"2023-08-01-20",1,0.5,5.5,2.5
"2023-08-01-21",1,1.5,0,1.5
"2023-08-01-22",1.5,1,0,1
"2023-08-01-23",2,0.5,0,0
"2023-08-02-00",0,0,0,0
"2023-08-02-01",2,0,1,0
"2023-08-02-02",0.5,0.5,0,0
"2023-08-02-03",1.5,0,0.5,0
"2023-08-02-04",1,0.5,0,0
"2023-08-02-05",2,0,0,0
"2023-08-02-06",0,0,0,0
"2023-08-02-07",26.59,0,0,0
"2023-08-02-08",243.7165,13.91675,9.58325,2
"2023-08-02-09",173.54325,21.167,15.5,7.5
"2023-08-02-10",211.4565,33.33325,46.41675,64.5
"2023-08-02-11",81.83325,28.3335,37.16675,85
"2023-08-02-12",56,44.58325,48,65.5
"2023-08-02-13",59,51,54,69
"2023-08-02-14",54,53.25025,69.1665,74.5
"2023-08-02-15",49.5,55.8335,164.40325,73
"2023-08-02-16",38.75,58.91675,484.72,61
"2023-08-02-17",39,54.16675,515.8535,51
"2023-08-02-18",39.5,48.33325,296.4135,57.5
"2023-08-02-19",18.33325,9.25,41.2535,29
"2023-08-02-20",4.5,3,2.5,4.5
"2023-08-02-21",3.5,1.5,0,1
"2023-08-02-22",1,0.5,0.5,0.5
"2023-08-02-23",0,0,0.5,0
"2023-08-03-00",1.5,0,0,0
"2023-08-03-01",1.5,0,0.5,0
"2023-08-03-02",1.5,0,1,0
"2023-08-03-03",1,0,1,0
"2023-08-03-04",0.5,0,0,0
"2023-08-03-05",1,0,0,0
"2023-08-03-06",0,0,0,0
"2023-08-03-07",59.83325,0,0,0
"2023-08-03-08",222.60325,11.5,5.5,0.5
"2023-08-03-09",169.11,16.5835,10.5,2
"2023-08-03-10",263.66325,31.5,22.24975,28.5
"2023-08-03-11",164.34675,39,33.91675,47
"2023-08-03-12",55.5,43.5,43,55.5
"2023-08-03-13",53,47.33325,51.5,62
"2023-08-03-14",43,48.1665,59.5,62
"2023-08-03-15",36.5,48.6665,169.50675,64.5
"2023-08-03-16",35.58325,46.4165,433.12,56
"2023-08-03-17",34.25,48.58325,485.26675,67.5
"2023-08-03-18",45,48.41675,283.6765,58
"2023-08-03-19",26,55.67,271.88,18.5
"2023-08-03-20",4,20.66675,4.5,0.5
"2023-08-03-21",0.5,0.5,0.5,0
"2023-08-03-22",4,1,0.5,0
"2023-08-03-23",2.5,0,0,0.5
"2023-08-04-00",2,0,0,0
"2023-08-04-01",3.5,0,0.5,0
"2023-08-04-02",3.5,0,0,0
"2023-08-04-03",0,0,0,0
"2023-08-04-04",1,0,0,0
"2023-08-04-05",0.5,0,0,0
"2023-08-04-06",0,0,0,0
"2023-08-04-07",5.5,0,0,0
"2023-08-04-08",7,0,8,2
"2023-08-04-09",82.25975,25.25025,33.66675,32
"2023-08-04-10",72.6735,18,40.8335,55
"2023-08-04-11",117.00675,29.5,56.08325,59.5
"2023-08-04-12",30.4165,12.33325,37.8335,37.5
"2023-08-04-13",20.5835,8.75,30.4165,34
"2023-08-04-14",20.6665,15.0835,44.91675,39.5
"2023-08-04-15",14.91675,7.75,52.5035,41
"2023-08-04-16",36.25,33.1665,188.2335,80
"2023-08-04-17",8,0.5,20.83325,16
"2023-08-04-18",0.5,1,15.66675,4
"2023-08-04-19",1,0.5,25.91675,4
"2023-08-04-20",0,0,0,0.5
"2023-08-04-21",0,0,0,0
"2023-08-04-22",0.5,0,0,0
"2023-08-04-23",0.5,0,0,0
"2023-08-05-00",0,0,0,0
"2023-08-05-01",0,0,0,0
"2023-08-05-02",1,0,0,0
"2023-08-05-03",0,0,0,0
"2023-08-05-04",0,0,0,0
"2023-08-05-05",0,0,0,0
"2023-08-05-06",0,0,0,0
"2023-08-05-07",65.1635,0.5,0,0.5
"2023-08-05-08",116.66675,6.16675,4.5,0.5
"2023-08-05-09",80.92,16.75,7.5,1
"2023-08-05-10",202.9635,24.41675,22.3335,24.5
"2023-08-05-11",170.08,38.58325,35.25025,54.5
"2023-08-05-12",52.91675,31.3335,37.75,86
"2023-08-05-13",35.74975,18.66675,57.08325,71.5
"2023-08-05-14",30.5835,26.75,66.25,70.5
"2023-08-05-15",35.83325,48.91675,195.9165,56
"2023-08-05-16",23.58325,31.33325,295.87,39.5
"2023-08-05-17",25.4165,42.66675,446.927,39
"2023-08-05-18",16.91675,9.16675,60.1665,30.5
"2023-08-05-19",7.5,16.33325,42.08675,14.5
"2023-08-05-20",3,5.66675,4.5,1
"2023-08-05-21",0,0,0,0
"2023-08-05-22",1.5,0,0,0
"2023-08-05-23",0.5,0,0,0.5
"2023-08-06-00",0.5,0,0,0
"2023-08-06-01",0,0,0,0
"2023-08-06-02",1,0,0,0
"2023-08-06-03",0.5,0,0,0
"2023-08-06-04",0,0,0,0
"2023-08-06-05",0,0,0,0
"2023-08-06-06",0.5,0,0,0
"2023-08-06-07",0.5,0,0,0
"2023-08-06-08",8.3335,0,5,6
"2023-08-06-09",6.41675,1,6,7.5
"2023-08-06-10",50,9.75,34.8335,51.5
"2023-08-06-11",59.41325,16.5,43.41675,69.5
"2023-08-06-12",51.91675,26.5,63,82
"2023-08-06-13",53.5,28.5,67.24975,100.5
"2023-08-06-14",43,33.58325,79.58325,96
"2023-08-06-15",33.58325,17.4165,97.32975,72.5
"2023-08-06-16",23.0835,30.583,232.49325,62
"2023-08-06-17",23.66675,21.16675,184.1835,40.5
"2023-08-06-18",21.66675,22.74975,104.59675,31.5
"2023-08-06-19",6,8.8335,80.1,14.5
"2023-08-06-20",0.5,0,1.5,0
"2023-08-06-21",0,0,0,0
"2023-08-06-22",0,0,0,0
"2023-08-06-23",0.5,0,0,0
"2023-08-07-00",0,0,0,0
"2023-08-07-01",0,0,0,0
"2023-08-07-02",0,0,0,0
"2023-08-07-03",0,0,0,0
"2023-08-07-04",0,0,0,0
"2023-08-07-05",0,0,0,0
"2023-08-07-06",0,0,0,0
"2023-08-07-07",61.75675,0,0,0
"2023-08-07-08",206.34675,8.25,0.5,0
"2023-08-07-09",164.0835,17.3335,4,1
"2023-08-07-10",222.09675,23.8335,15.58325,13
"2023-08-07-11",160.66675,39.58325,50,42.5
"2023-08-07-12",43,44.58325,62.5,55.5
"2023-08-07-13",41,42.5,63.5,57.5
"2023-08-07-14",32.58325,54.0835,85.66675,59.5
"2023-08-07-15",29.74975,49.75,212.22325,61.5
"2023-08-07-16",19.91675,37.41675,468.94675,45.5
"2023-08-07-17",21.83325,42.08325,506.58675,36.5
"2023-08-07-18",19.25025,34,247.4035,31
"2023-08-07-19",10.5,25.41675,172.43,11.5
"2023-08-07-20",0.5,0.5,2.5,0
"2023-08-07-21",0.5,0,0.5,0
"2023-08-07-22",0,0,0,0
"2023-08-07-23",1,0,0,0
"2023-08-08-00",0,0,0,0
"2023-08-08-01",0,0,0,0
"2023-08-08-02",0,0,0,0
"2023-08-08-03",0,0,0,0
"2023-08-08-04",0,0,0,0
"2023-08-08-05",0,0,0,0
"2023-08-08-06",0,0,0,0
"2023-08-08-07",69.5865,0,0,0
"2023-08-08-08",215.61,6.58325,0.5,0
"2023-08-08-09",162.68675,10.8335,3.5,1
"2023-08-08-10",235.21,24.83325,12,16.5
"2023-08-08-11",166.26675,35.5,20.33325,37.5
"2023-08-08-12",53.41675,39.5,37.91675,63.5
"2023-08-08-13",51.5,45.66675,59.08325,123.00675
"2023-08-08-14",40,46.08325,61.16675,72
"2023-08-08-15",39.58325,50.4165,181.1635,77
"2023-08-08-16",29.33325,48.333,480.6935,51.5
"2023-08-08-17",30.6665,47.58325,507.2,42
"2023-08-08-18",28.91675,39.6665,292.83325,30
"2023-08-08-19",14.91675,19.6665,89.34675,14.5
"2023-08-08-20",4,2,7.5,0.5
"2023-08-08-21",3,0,0.5,0.5
"2023-08-08-22",0,0,0,0
"2023-08-08-23",0.5,0,0,0
"2023-08-09-00",1.5,0,0,0
"2023-08-09-01",0,0,0,0
"2023-08-09-02",0.5,0,0,0
"2023-08-09-03",0,0,0,0
"2023-08-09-04",0,0,0,0
"2023-08-09-05",0,0,0,0
"2023-08-09-06",0,0,0,0
"2023-08-09-07",66.67325,0,0,0
"2023-08-09-08",165.25325,3.58325,0,0
"2023-08-09-09",155.7635,18.25025,7,1.5
"2023-08-09-10",228.83675,24.91675,16,30
"2023-08-09-11",165.66,34.5,29.16675,50
"2023-08-09-12",51.5,43.5,41,59
"2023-08-09-13",46.58325,41.58325,59.5,80
"2023-08-09-14",50,52.08325,82.8335,107.5
"2023-08-09-15",40,47,200.19,77
"2023-08-09-16",33.58325,47.08325,471.04,59.5
"2023-08-09-17",30.58325,45,507.7865,46
"2023-08-09-18",33,36.5,289.5165,36.5
"2023-08-09-19",25.5,33.58325,137.32325,20
"2023-08-09-20",7.91675,12.91675,3,1
"2023-08-09-21",2,0.5,0,1
"2023-08-09-22",1,0,0,0
"2023-08-09-23",2,0.5,0.5,0
"2023-08-10-00",2.5,0.5,0.5,0
"2023-08-10-01",0,0,0,0
"2023-08-10-02",0.5,0,0,0
"2023-08-10-03",0,0,0,0
"2023-08-10-04",0,0,0,0
"2023-08-10-05",0.5,0,0,0
"2023-08-10-06",0,0,0,0
"2023-08-10-07",78.32675,0,0,0
"2023-08-10-08",160.34,9.91675,3.5,1
"2023-08-10-09",157.2665,22.3335,16.08325,14.5
"2023-08-10-10",139.19325,30.91675,30,51
"2023-08-10-11",97.42,38.5,48.33325,90.5
"2023-08-10-12",75.75,47.66675,77.50025,123.5
"2023-08-10-13",67.58325,47.3335,90.41675,127.5
"2023-08-10-14",40.75,29.25,60.6665,71.5
"2023-08-10-15",39.75,30.58325,123.42325,63.5
"2023-08-10-16",42,52.0835,446.88,79.5
"2023-08-10-17",36.08325,42.6665,346.01325,70.5
"2023-08-10-18",35.25,41.25,265.18,49
"2023-08-10-19",25.41675,34,141.857,26
"2023-08-10-20",4.91675,6.16675,9.08325,2
"2023-08-10-21",1.5,1.5,0,0
"2023-08-10-22",0,0,0.5,0
"2023-08-10-23",0.5,0,0,0
"2023-08-11-00",2.5,0.5,0.5,0
"2023-08-11-01",2,0,0,0
"2023-08-11-02",1,0,0,0
"2023-08-11-03",0,0,0,0
"2023-08-11-04",0.5,0,0,0
"2023-08-11-05",1,0,0,0
"2023-08-11-06",0,0,0,0
"2023-08-11-07",67.6735,0,0,0
"2023-08-11-08",148.01,9.75,3.5,1
"2023-08-11-09",192.3165,16.4165,8.5,3
"2023-08-11-10",187.24975,28.41675,22.6665,28.5
"2023-08-11-11",172.66675,37,32.25025,55
"2023-08-11-12",55.5,45,45.5,65.5
"2023-08-11-13",47.5,45.5,52.5,72
"2023-08-11-14",47.5,49.91675,69.1665,78
"2023-08-11-15",42.5,52.41675,201.4335,68.5
"2023-08-11-16",40,52,469.44,68
"2023-08-11-17",34.6665,49.16675,489.9465,54.5
"2023-08-11-18",35.1665,42.5,254.9235,39.5
"2023-08-11-19",31.25,31.5,141.42,30.5
"2023-08-11-20",8.91675,5.16675,9.58325,6
"2023-08-11-21",2,3,0.5,4
"2023-08-11-22",1,1.5,0,0.5
"2023-08-11-23",1.5,1,0,0.5
"2023-08-12-00",0,0.5,0,0.5
"2023-08-12-01",1,0,0,0
"2023-08-12-02",0.5,0.5,0,0
"2023-08-12-03",2.5,0,0,0
"2023-08-12-04",1,0,0,0
"2023-08-12-05",2,0,0,0
"2023-08-12-06",0,0,0,0
"2023-08-12-07",66.2535,0,2,0.5
"2023-08-12-08",67.75,3.58325,11,10.5
"2023-08-12-09",76.40675,4.16675,14.25,16
"2023-08-12-10",155.36325,25.167,41.41675,66
"2023-08-12-11",122.01325,25.25025,32.5,61.5
"2023-08-12-12",63,43,49,70.5
"2023-08-12-13",62,50.91675,85.66675,109.5
"2023-08-12-14",57.41675,48.83325,106,132
"2023-08-12-15",52,40.66675,120.52,108
"2023-08-12-16",46.5,38,140.8635,83.5
"2023-08-12-17",45.6665,51.50025,339.3635,79.5
"2023-08-12-18",29.83325,30,105.00675,51.5
"2023-08-12-19",30.6665,28.5,126.6765,34.5
"2023-08-12-20",5.5,6.16675,9.5,4
"2023-08-12-21",1,1.5,1,1.5
"2023-08-12-22",0,1,1,1
"2023-08-12-23",0,0,1,0
"2023-08-13-00",1.5,0,0,0
"2023-08-13-01",2,0,0,0.5
"2023-08-13-02",2,0,0.5,0
"2023-08-13-03",0,0,0.5,0
"2023-08-13-04",2,0,0,0
"2023-08-13-05",0.5,0,0,0
"2023-08-13-06",0.5,0,0,0
"2023-08-13-07",54.00325,0,0,0
"2023-08-13-08",136.73675,12.3335,5.5,1
"2023-08-13-09",169.0265,21.3335,18.66675,13
"2023-08-13-10",156.34975,33,41,60.5
"2023-08-13-11",186.84,45.25,60.91675,91
"2023-08-13-12",73.4165,43.58325,57.5,108
"2023-08-13-13",62.5,54.5,74.83325,99.5
"2023-08-13-14",57,60.3335,93,99
"2023-08-13-15",45.58325,59.41675,229.02675,90
"2023-08-13-16",43.1665,58.75025,438.73325,103.5
"2023-08-13-17",37.5,53.25,467.76,57.5
"2023-08-13-18",28.83325,36,228.5,39.5
"2023-08-13-19",23.9165,27.33325,103.5065,27.5
"2023-08-13-20",5.5,2.5,4,7
"2023-08-13-21",5.5,3.5,4.5,6
"2023-08-13-22",3.5,0.5,1,4
"2023-08-13-23",2,1,0.5,0.5
"2023-08-14-00",1,2,0.5,0
"2023-08-14-01",1,0.5,0,0.5
"2023-08-14-02",1.5,0,0,0
"2023-08-14-03",3.5,0,0.5,0
"2023-08-14-04",2.5,0,0,0
"2023-08-14-05",0.5,0,0.5,0
"2023-08-14-06",0,0,0,0
